id,pharmacy_id,medicine_id,quantity_dispensed,unit_price_etb,total_price_etb,transaction_date,month,day_of_week,is_weekend,prescription_required
195,1,115,56,False,0,2024-11-14,11,3,False,False
196,1,71,57,True,57,2024-11-14,11,3,False,False
197,1,26,43,True,43,2024-11-14,11,3,False,False
198,1,118,45,False,0,2024-11-14,11,3,False,False
199,1,6,38,True,38,2024-11-14,11,3,False,False
200,1,44,41,True,41,2024-11-14,11,3,False,False
201,1,64,44,True,44,2024-11-14,11,3,False,False
202,1,106,40,True,40,2024-11-14,11,3,False,False
203,1,5,50,True,50,2024-11-14,11,3,False,False
204,1,99,42,True,42,2024-11-14,11,3,False,False
205,1,69,47,True,47,2024-11-14,11,3,False,False
206,1,119,49,False,0,2024-11-14,11,3,False,False
207,1,5,56,True,56,2024-11-14,11,3,False,False
208,1,119,49,False,0,2024-11-14,11,3,False,False
209,1,58,49,True,49,2024-11-14,11,3,False,False
210,1,59,34,True,34,2024-11-14,11,3,False,False
211,1,21,59,True,59,2024-11-14,11,3,False,False
212,1,15,47,True,47,2024-11-14,11,3,False,False
213,1,4,42,True,42,2024-11-14,11,3,False,False
214,1,84,42,True,42,2024-11-14,11,3,False,False
215,1,5,54,True,54,2024-11-14,11,3,False,False
216,1,16,43,True,43,2024-11-14,11,3,False,False
217,1,21,42,True,42,2024-11-14,11,3,False,False
218,1,28,37,True,37,2024-11-14,11,3,False,False
219,1,26,53,True,53,2024-11-14,11,3,False,False
220,1,43,44,True,44,2024-11-14,11,3,False,False
221,1,38,30,True,30,2024-11-14,11,3,False,False
222,1,38,42,True,42,2024-11-14,11,3,False,False
223,1,118,53,False,0,2024-11-14,11,3,False,False
224,1,44,35,True,35,2024-11-14,11,3,False,False
225,1,28,38,True,38,2024-11-15,11,4,False,False
226,1,11,53,True,53,2024-11-15,11,4,False,False
227,1,57,187,True,187,2024-11-15,11,4,False,False
228,1,49,157,True,157,2024-11-15,11,4,False,False
229,1,37,36,True,36,2024-11-15,11,4,False,False
230,1,3,57,True,57,2024-11-15,11,4,False,False
231,1,65,45,True,45,2024-11-15,11,4,False,False
232,1,108,30,True,30,2024-11-15,11,4,False,False
233,1,43,43,True,43,2024-11-15,11,4,False,False
234,1,19,47,True,47,2024-11-15,11,4,False,False
235,1,55,38,False,0,2024-11-15,11,4,False,False
236,1,71,36,True,36,2024-11-15,11,4,False,False
237,1,1,549,True,549,2024-11-15,11,4,False,False
238,1,20,49,True,49,2024-11-15,11,4,False,False
239,1,14,44,True,44,2024-11-15,11,4,False,False
240,1,115,55,False,0,2024-11-15,11,4,False,False
241,1,58,53,True,53,2024-11-15,11,4,False,False
242,1,56,49,False,0,2024-11-15,11,4,False,False
243,1,72,50,False,0,2024-11-15,11,4,False,False
244,1,15,33,True,33,2024-11-15,11,4,False,False
245,1,83,54,False,0,2024-11-15,11,4,False,False
246,1,88,44,True,44,2024-11-15,11,4,False,False
247,1,3,34,True,34,2024-11-15,11,4,False,False
248,1,20,51,True,51,2024-11-15,11,4,False,False
249,1,107,50,True,50,2024-11-15,11,4,False,False
250,1,64,37,True,37,2024-11-15,11,4,False,False
251,1,99,46,True,46,2024-11-15,11,4,False,False
252,1,12,43,True,43,2024-11-15,11,4,False,False
253,1,92,55,True,55,2024-11-15,11,4,False,False
254,1,103,40,False,0,2024-11-16,11,5,True,False
255,1,7,39,False,0,2024-11-16,11,5,True,False
256,1,38,55,True,55,2024-11-16,11,5,True,False
257,1,87,33,False,0,2024-11-16,11,5,True,False
258,1,54,40,True,40,2024-11-16,11,5,True,False
259,1,84,46,True,46,2024-11-16,11,5,True,False
260,1,87,36,False,0,2024-11-16,11,5,True,False
261,1,47,49,True,49,2024-11-16,11,5,True,False
262,1,90,35,True,35,2024-11-16,11,5,True,False
263,1,32,40,True,40,2024-11-16,11,5,True,False
264,1,16,34,True,34,2024-11-16,11,5,True,False
265,1,64,54,True,54,2024-11-16,11,5,True,False
266,1,70,39,True,39,2024-11-16,11,5,True,False
267,1,70,55,True,55,2024-11-17,11,6,True,False
268,1,7,50,False,0,2024-11-17,11,6,True,False
269,1,29,44,True,44,2024-11-17,11,6,True,False
270,1,25,77,True,77,2024-11-17,11,6,True,False
271,1,43,52,True,52,2024-11-17,11,6,True,False
272,1,16,53,True,53,2024-11-17,11,6,True,False
273,1,70,44,True,44,2024-11-17,11,6,True,False
274,1,24,102,True,102,2024-11-17,11,6,True,False
275,1,49,227,True,227,2024-11-17,11,6,True,False
276,1,101,48,True,48,2024-11-17,11,6,True,False
277,1,12,59,True,59,2024-11-17,11,6,True,False
278,1,95,48,True,48,2024-11-17,11,6,True,False
279,1,104,52,False,0,2024-11-17,11,6,True,False
280,1,29,50,True,50,2024-11-17,11,6,True,False
281,1,84,36,True,36,2024-11-17,11,6,True,False
282,1,75,34,True,34,2024-11-17,11,6,True,False
283,1,109,46,False,0,2024-11-17,11,6,True,False
284,1,5,50,True,50,2024-11-17,11,6,True,False
285,1,111,55,True,55,2024-11-18,11,0,False,False
286,1,30,49,True,49,2024-11-18,11,0,False,False
287,1,105,40,True,40,2024-11-18,11,0,False,False
288,1,45,31,True,31,2024-11-18,11,0,False,False
289,1,88,33,True,33,2024-11-18,11,0,False,False
290,1,90,34,True,34,2024-11-18,11,0,False,False
291,1,76,42,True,42,2024-11-18,11,0,False,False
292,1,1,509,True,509,2024-11-18,11,0,False,False
293,1,57,322,True,322,2024-11-18,11,0,False,False
294,1,66,59,False,0,2024-11-18,11,0,False,False
295,1,65,55,True,55,2024-11-18,11,0,False,False
296,1,7,48,False,0,2024-11-18,11,0,False,False
297,1,37,44,True,44,2024-11-18,11,0,False,False
298,1,47,39,True,39,2024-11-18,11,0,False,False
299,1,99,35,True,35,2024-11-18,11,0,False,False
300,1,92,43,True,43,2024-11-18,11,0,False,False
301,1,7,42,False,0,2024-11-18,11,0,False,False
302,1,66,33,False,0,2024-11-18,11,0,False,False
303,1,18,39,True,39,2024-11-18,11,0,False,False
304,1,55,47,False,0,2024-11-18,11,0,False,False
305,1,66,49,False,0,2024-11-18,11,0,False,False
306,1,18,47,True,47,2024-11-18,11,0,False,False
307,1,54,52,True,52,2024-11-18,11,0,False,False
308,1,18,47,True,47,2024-11-18,11,0,False,False
309,1,25,120,True,120,2024-11-18,11,0,False,False
310,1,7,46,False,0,2024-11-18,11,0,False,False
311,1,57,257,True,257,2024-11-18,11,0,False,False
312,1,117,39,True,39,2024-11-18,11,0,False,False
313,1,104,33,False,0,2024-11-18,11,0,False,False
314,1,84,34,True,34,2024-11-18,11,0,False,False
315,1,70,47,True,47,2024-11-18,11,0,False,False
316,1,47,35,True,35,2024-11-18,11,0,False,False
317,1,113,51,False,0,2024-11-18,11,0,False,False
318,1,75,35,True,35,2024-11-18,11,0,False,False
319,1,36,224,True,224,2024-11-19,11,1,False,False
320,1,36,365,True,365,2024-11-19,11,1,False,False
321,1,36,235,True,235,2024-11-19,11,1,False,False
322,1,66,32,False,0,2024-11-19,11,1,False,False
323,1,3,55,True,55,2024-11-19,11,1,False,False
324,1,47,54,True,54,2024-11-19,11,1,False,False
325,1,45,35,True,35,2024-11-19,11,1,False,False
326,1,36,356,True,356,2024-11-19,11,1,False,False
327,1,102,39,False,0,2024-11-19,11,1,False,False
328,1,50,48,True,48,2024-11-19,11,1,False,False
329,1,117,37,True,37,2024-11-19,11,1,False,False
330,1,28,49,True,49,2024-11-19,11,1,False,False
331,1,25,98,True,98,2024-11-19,11,1,False,False
332,1,71,54,True,54,2024-11-19,11,1,False,False
333,1,30,36,True,36,2024-11-19,11,1,False,False
334,1,50,46,True,46,2024-11-19,11,1,False,False
335,1,102,39,False,0,2024-11-19,11,1,False,False
336,1,50,41,True,41,2024-11-19,11,1,False,False
337,1,29,45,True,45,2024-11-19,11,1,False,False
338,1,117,56,True,56,2024-11-19,11,1,False,False
339,1,49,192,True,192,2024-11-19,11,1,False,False
340,1,46,51,True,51,2024-11-19,11,1,False,False
341,1,57,200,True,200,2024-11-19,11,1,False,False
342,1,41,35,True,35,2024-11-19,11,1,False,False
343,1,30,55,True,55,2024-11-19,11,1,False,False
344,1,54,58,True,58,2024-11-19,11,1,False,False
345,1,18,40,True,40,2024-11-19,11,1,False,False
346,1,24,106,True,106,2024-11-19,11,1,False,False
347,1,114,51,True,51,2024-11-19,11,1,False,False
348,1,18,41,True,41,2024-11-19,11,1,False,False
349,1,16,49,True,49,2024-11-19,11,1,False,False
350,1,101,43,True,43,2024-11-19,11,1,False,False
351,1,60,54,True,54,2024-11-20,11,2,False,False
352,1,72,32,False,0,2024-11-20,11,2,False,False
353,1,1,529,True,529,2024-11-20,11,2,False,False
354,1,59,40,True,40,2024-11-20,11,2,False,False
355,1,5,57,True,57,2024-11-20,11,2,False,False
356,1,15,38,True,38,2024-11-20,11,2,False,False
357,1,104,47,False,0,2024-11-20,11,2,False,False
358,1,120,54,True,54,2024-11-20,11,2,False,False
359,1,71,35,True,35,2024-11-20,11,2,False,False
360,1,57,275,True,275,2024-11-20,11,2,False,False
361,1,1,378,True,378,2024-11-20,11,2,False,False
362,1,28,52,True,52,2024-11-20,11,2,False,False
363,1,78,45,True,45,2024-11-21,11,3,False,False
364,1,16,37,True,37,2024-11-21,11,3,False,False
365,1,58,54,True,54,2024-11-21,11,3,False,False
366,1,45,53,True,53,2024-11-21,11,3,False,False
367,1,38,37,True,37,2024-11-21,11,3,False,False
368,1,107,31,True,31,2024-11-21,11,3,False,False
369,1,6,40,True,40,2024-11-21,11,3,False,False
370,1,65,41,True,41,2024-11-21,11,3,False,False
371,1,44,52,True,52,2024-11-21,11,3,False,False
372,1,72,41,False,0,2024-11-21,11,3,False,False
373,1,45,39,True,39,2024-11-21,11,3,False,False
374,1,44,34,True,34,2024-11-21,11,3,False,False
375,1,113,44,False,0,2024-11-21,11,3,False,False
376,1,16,52,True,52,2024-11-21,11,3,False,False
377,1,19,49,True,49,2024-11-21,11,3,False,False
378,1,50,54,True,54,2024-11-21,11,3,False,False
379,1,109,51,False,0,2024-11-21,11,3,False,False
380,1,115,48,False,0,2024-11-21,11,3,False,False
381,1,71,36,True,36,2024-11-21,11,3,False,False
382,1,112,50,False,0,2024-11-21,11,3,False,False
383,1,74,45,True,45,2024-11-21,11,3,False,False
384,1,103,30,False,0,2024-11-21,11,3,False,False
385,1,44,36,True,36,2024-11-21,11,3,False,False
386,1,84,57,True,57,2024-11-21,11,3,False,False
387,1,26,53,True,53,2024-11-21,11,3,False,False
388,1,64,38,True,38,2024-11-21,11,3,False,False
389,1,59,50,True,50,2024-11-21,11,3,False,False
390,1,76,35,True,35,2024-11-21,11,3,False,False
391,1,75,43,True,43,2024-11-21,11,3,False,False
392,1,18,46,True,46,2024-11-22,11,4,False,False
393,1,115,46,False,0,2024-11-22,11,4,False,False
394,1,120,38,True,38,2024-11-22,11,4,False,False
395,1,83,56,False,0,2024-11-22,11,4,False,False
396,1,16,52,True,52,2024-11-22,11,4,False,False
397,1,113,58,False,0,2024-11-22,11,4,False,False
398,1,50,44,True,44,2024-11-22,11,4,False,False
399,1,6,36,True,36,2024-11-22,11,4,False,False
400,1,16,54,True,54,2024-11-22,11,4,False,False
401,1,4,30,True,30,2024-11-22,11,4,False,False
402,1,84,51,True,51,2024-11-22,11,4,False,False
403,1,64,35,True,35,2024-11-22,11,4,False,False
404,1,55,48,False,0,2024-11-22,11,4,False,False
405,1,57,315,True,315,2024-11-22,11,4,False,False
406,1,34,41,False,0,2024-11-22,11,4,False,False
407,1,117,53,True,53,2024-11-22,11,4,False,False
408,1,5,58,True,58,2024-11-22,11,4,False,False
409,1,15,54,True,54,2024-11-22,11,4,False,False
410,1,59,41,True,41,2024-11-22,11,4,False,False
411,1,108,53,True,53,2024-11-22,11,4,False,False
412,1,20,45,True,45,2024-11-22,11,4,False,False
413,1,57,275,True,275,2024-11-22,11,4,False,False
414,1,106,34,True,34,2024-11-22,11,4,False,False
415,1,109,39,False,0,2024-11-22,11,4,False,False
416,1,3,38,True,38,2024-11-22,11,4,False,False
417,1,64,36,True,36,2024-11-22,11,4,False,False
418,1,26,35,True,35,2024-11-22,11,4,False,False
419,1,90,49,True,49,2024-11-22,11,4,False,False
420,1,28,34,True,34,2024-11-22,11,4,False,False
421,1,21,41,True,41,2024-11-22,11,4,False,False
422,1,87,31,False,0,2024-11-22,11,4,False,False
423,1,44,37,True,37,2024-11-22,11,4,False,False
424,1,16,54,True,54,2024-11-22,11,4,False,False
425,1,46,48,True,48,2024-11-22,11,4,False,False
426,1,115,45,False,0,2024-11-22,11,4,False,False
427,1,11,41,True,41,2024-11-22,11,4,False,False
428,1,71,48,True,48,2024-11-22,11,4,False,False
429,1,119,41,False,0,2024-11-22,11,4,False,False
430,1,29,54,True,54,2024-11-22,11,4,False,False
431,1,71,55,True,55,2024-11-22,11,4,False,False
432,1,6,44,True,44,2024-11-22,11,4,False,False
433,1,70,51,True,51,2024-11-22,11,4,False,False
434,1,6,36,True,36,2024-11-22,11,4,False,False
435,1,87,39,False,0,2024-11-22,11,4,False,False
436,1,12,56,True,56,2024-11-22,11,4,False,False
437,1,103,42,False,0,2024-11-23,11,5,True,False
438,1,19,47,True,47,2024-11-23,11,5,True,False
439,1,24,90,True,90,2024-11-23,11,5,True,False
440,1,11,51,True,51,2024-11-23,11,5,True,False
441,1,60,39,True,39,2024-11-23,11,5,True,False
442,1,117,37,True,37,2024-11-23,11,5,True,False
443,1,55,40,False,0,2024-11-23,11,5,True,False
444,1,15,53,True,53,2024-11-23,11,5,True,False
445,1,26,39,True,39,2024-11-23,11,5,True,False
446,1,3,56,True,56,2024-11-23,11,5,True,False
447,1,57,195,True,195,2024-11-23,11,5,True,False
448,1,90,37,True,37,2024-11-23,11,5,True,False
449,1,56,49,False,0,2024-11-23,11,5,True,False
450,1,76,50,True,50,2024-11-23,11,5,True,False
451,1,95,45,True,45,2024-11-23,11,5,True,False
452,1,50,43,True,43,2024-11-23,11,5,True,False
453,1,66,50,False,0,2024-11-23,11,5,True,False
454,1,106,45,True,45,2024-11-23,11,5,True,False
455,1,37,60,True,60,2024-11-23,11,5,True,False
456,1,78,44,True,44,2024-11-23,11,5,True,False
457,1,24,126,True,126,2024-11-23,11,5,True,False
458,1,60,47,True,47,2024-11-23,11,5,True,False
459,1,44,55,True,55,2024-11-23,11,5,True,False
460,1,23,145,True,145,2024-11-23,11,5,True,False
461,1,70,55,True,55,2024-11-23,11,5,True,False
462,1,28,45,True,45,2024-11-23,11,5,True,False
463,1,66,43,False,0,2024-11-23,11,5,True,False
464,1,28,38,True,38,2024-11-24,11,6,True,False
465,1,44,34,True,34,2024-11-24,11,6,True,False
466,1,20,45,True,45,2024-11-24,11,6,True,False
467,1,104,53,False,0,2024-11-24,11,6,True,False
468,1,72,53,False,0,2024-11-24,11,6,True,False
469,1,44,53,True,53,2024-11-24,11,6,True,False
470,1,69,44,True,44,2024-11-24,11,6,True,False
471,1,16,46,True,46,2024-11-24,11,6,True,False
472,1,101,45,True,45,2024-11-24,11,6,True,False
473,1,5,44,True,44,2024-11-24,11,6,True,False
474,1,36,340,True,340,2024-11-24,11,6,True,False
475,1,90,38,True,38,2024-11-24,11,6,True,False
476,1,71,47,True,47,2024-11-24,11,6,True,False
477,1,99,55,True,55,2024-11-24,11,6,True,False
478,1,71,37,True,37,2024-11-24,11,6,True,False
479,1,95,54,True,54,2024-11-24,11,6,True,False
480,1,15,56,True,56,2024-11-24,11,6,True,False
481,1,5,60,True,60,2024-11-24,11,6,True,False
482,1,56,41,False,0,2024-11-24,11,6,True,False
483,1,114,52,True,52,2024-11-24,11,6,True,False
484,1,69,47,True,47,2024-11-24,11,6,True,False
485,1,25,110,True,110,2024-11-24,11,6,True,False
486,1,1,342,True,342,2024-11-24,11,6,True,False
487,1,34,46,False,0,2024-11-24,11,6,True,False
488,1,16,47,True,47,2024-11-24,11,6,True,False
489,1,4,47,True,47,2024-11-24,11,6,True,False
490,1,28,54,True,54,2024-11-25,11,0,False,False
491,1,102,44,False,0,2024-11-25,11,0,False,False
492,1,107,54,True,54,2024-11-25,11,0,False,False
493,1,69,45,True,45,2024-11-25,11,0,False,False
494,1,64,52,True,52,2024-11-25,11,0,False,False
495,1,19,36,True,36,2024-11-25,11,0,False,False
496,1,36,376,True,376,2024-11-25,11,0,False,False
497,1,3,49,True,49,2024-11-25,11,0,False,False
498,1,15,51,True,51,2024-11-25,11,0,False,False
499,1,38,48,True,48,2024-11-25,11,0,False,False
500,1,14,56,True,56,2024-11-25,11,0,False,False
501,1,6,43,True,43,2024-11-25,11,0,False,False
502,1,113,51,False,0,2024-11-25,11,0,False,False
503,1,112,51,False,0,2024-11-25,11,0,False,False
504,1,18,58,True,58,2024-11-25,11,0,False,False
505,1,57,184,True,184,2024-11-25,11,0,False,False
506,1,113,41,False,0,2024-11-25,11,0,False,False
507,1,83,33,False,0,2024-11-26,11,1,False,False
508,1,104,56,False,0,2024-11-26,11,1,False,False
509,1,92,56,True,56,2024-11-26,11,1,False,False
510,1,16,46,True,46,2024-11-26,11,1,False,False
511,1,45,37,True,37,2024-11-26,11,1,False,False
512,1,1,320,True,320,2024-11-26,11,1,False,False
513,1,47,43,True,43,2024-11-26,11,1,False,False
